address_details;city;employee_size;id;keywords;municipality;name;path;searchwords;trade_id;trade_name;workplace_name
Ållerud 3, Mellerud;Mellerud;0;1851190;;80;Eliasson, Åsa Anna Irene;companies/show/1851190;;1098;Blandat jordbruk;
Tonsberg 3, Mellerud;Mellerud;0;1851196;;80;Tonsbergs Såg Handelsbolag;companies/show/1851196;;1232;Sågning av trä;
Framnäs Gård, Mellerud;Mellerud;5-9;1851197;;80;Handelsbolaget Framnäs Gård;companies/show/1851197;;1098;Blandat jordbruk;
Bråbol 1, Mellerud;Mellerud;0;1851200;;80;Alexandersson, Sven Jonas;companies/show/1851200;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Tegen 16, Dalskog;Dalskog;0;1851201;Åkeri;80;J.Å. Janssons Skogstransport;companies/show/1851201;;1775;Vägtransport, godstrafik;
Järn Låssbyn 5, Mellerud;Mellerud;0;1851202;;80;Olsson, Lars Bertil;companies/show/1851202;;1098;Blandat jordbruk;
Rud 2, Mellerud;Mellerud;0;1851207;;80;Johansson, Lennart;companies/show/1851207;;1644;Partihandel med diverse övriga maskiner och utrustning;
Ingribyn 8, Mellerud;Mellerud;0;1851209;;80;Jonsson, Stig-Olov Göran;companies/show/1851209;;1098;Blandat jordbruk;
Tångebo 1, Dalskog;Dalskog;0;1851210;;80;Andreasson, Mats Per Inge;companies/show/1851210;;1107;Skogsförvaltning;
Sunnanå Hästhagen 1, Mellerud;Mellerud;0;1851211;;80;Gustavsson, Nils Gunnar;companies/show/1851211;;1098;Blandat jordbruk;
Villavägen 8, Dals Rostock;Dals Rostock;0;1851217;;80;Hegge, Bengt Erling Rune;companies/show/1851217;;2198;;
Lilla Rud 1, Mellerud;Mellerud;0;1851223;;80;Qvick, Johan Edvard Lennart;companies/show/1851223;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Södra Halängen 1, Dalskog;Dalskog;0;1851225;;80;Löf, Bengt Artur Erling;companies/show/1851225;;1098;Blandat jordbruk;
Söbyn 3, Mellerud;Mellerud;0;1851226;;80;Larsson, Bror Verner;companies/show/1851226;;1098;Blandat jordbruk;
Norra Kungsgatan 12, Mellerud;Mellerud;0;1851227;;80;Andersson, John Alvar;companies/show/1851227;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Repslagargatan 14, Mellerud;Mellerud;0;1851229;;80;Nilsson, Bo Lennart;companies/show/1851229;;1644;Partihandel med diverse övriga maskiner och utrustning;
Byggmästergatan 9, Mellerud;Mellerud;1-4;1851230;;80;Wheel Support Sweden AB;companies/show/1851230;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Norra Kungsgatan 14, Mellerud;Mellerud;1-4;1851231;snickare;80;Aag Industrikonsult AB;companies/show/1851231;;1555;Byggnadssnickeriarbeten;
Brunnsvägen 83, Dals Rostock;Dals Rostock;0;1851233;;80;Ronny Westerlunds Måleri;companies/show/1851233;;2014;Skötsel och underhåll av grönytor;
Box 23, Mellerud;Mellerud;5-9;1851234;;80;Flyttgubbens Åkeri;companies/show/1851234;;1776;Flyttjänster;
Bronäs 5, Mellerud;Mellerud;0;1851236;"akupunktur
sjukgymnastik
fotvård
kiropraktor";80;Svensson, Karin Lisbeth Margareta;companies/show/1851236;;2105;Fysioterapeutisk verksamhet o.d;
Nygården 4, Mellerud;Mellerud;1-4;1851237;;80;Erik och Karl Larssons Jordbruk Handelsbolag;companies/show/1851237;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Strågatan 7, Mellerud;Mellerud;0;1851239;;80;Bostadsrättsföreningen Ängenäs;companies/show/1851239;;1922;Förvaltning i bostadsrättsföreningar;
Östadsvägen 159, Gråbo;Mellerud;0;1851240;;80;Hilmér, Cecilia Mia Susanne;companies/show/1851240;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Västergården 6, Mellerud;Mellerud;0;1851241;;80;Johansson, Anders Richard;companies/show/1851241;;1098;Blandat jordbruk;
Verkstadsgatan 2, Mellerud;Mellerud;20-49;1851242;;80;Tendenz AB;companies/show/1851242;;1621;Partihandel med parfym och kosmetika;
Box 124, Mellerud;Mellerud;1-4;1851247;;80;Roslinds Optik AB;companies/show/1851247;;1736;Specialiserad butikshandel med glasögon och andra optiska artiklar utom fotoutrustning;
Bolstad Torp 1, Mellerud;Mellerud;0;1851249;;80;Rudell, Kristina Elisabet;companies/show/1851249;;1107;Skogsförvaltning;
Svalungebyn 10, Mellerud;Mellerud;0;1851250;;80;Equidal;companies/show/1851250;;2155;Tävling med hästar;
Bråna Tormansbol 2, Mellerud;Mellerud;0;1851251;;80;Läderverket på Dal;companies/show/1851251;;1228;Tillverkning av reseffekter, handväskor, sadel- och seldon m. m.;
Kräppersrud 3, Mellerud;Mellerud;0;1851252;;80;"Gustafsson Svets&amp;lantbruk";companies/show/1851252;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Erikstad Skåkerud 5, Mellerud;Mellerud;0;1851253;;80;Erikssons Transmissions Teknik;companies/show/1851253;;1573;Handel med husvagnar, husbilar, släpfordon och påhängsvagnar;
Södergatan 15, Mellerud;Mellerud;;1851254;"bilhandel
bilhandlare";80;Drive Sweden Invest AB;companies/show/1851254;;1570;Handel med personbilar och lätta motorfordon;
Landsvägsgatan 80, Mellerud;Mellerud;1-4;1851255;"bilverkstad
bilreparation
bilreparationer
bilservice
";80;Automats AB;companies/show/1851255;;1575;Allmän service och reparation av motorfordon utom motorcyklar;
Kolungens Gård 1, Mellerud;Mellerud;1-4;1851259;;80;WTG i Väst AB;companies/show/1851259;;1543;Mark- och grundarbeten;
Box 134, Mellerud;Mellerud;5-9;1851261;;80;AB Konsumentkemi;companies/show/1851261;;1291;Tillverkning av tvål, såpa, tvättmedel och polermedel;
Åsebro 19, Mellerud;Mellerud;;1851262;;80;Carozze Design AB;companies/show/1851262;;1966;Industri-/produktdesignverksamhet;
Stenen 1, Mellerud;Mellerud;0;1851264;;80;Rydberg, Tord Axel Egon;companies/show/1851264;;1098;Blandat jordbruk;
Allégatan 2, Mellerud;Mellerud;0;1851269;;80;Fastighetsbolaget Gohl KB;companies/show/1851269;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Gamla vägen, Åsensbruk;Åsensbruk;1-4;1851270;;80;Håfreströms If;companies/show/1851270;;2152;Sportklubbars och idrottsföreningars verksamhet;
Verkstadsgatan 4, Mellerud;Mellerud;;1851271;;80;"Färg &amp; Tapetlagret i Mellerud AB";companies/show/1851271;;1694;Specialiserad butikshandel med färger, fernissor och lacker;
Bråna Juterud 1, Mellerud;Mellerud;0;1851275;;80;Zetterström, Jan Daniel;companies/show/1851275;;1068;Odling av övriga ett- och tvååriga växter;
Kanalvägen 4, Håverud;Håverud;;1851276;;80;Zerak AB;companies/show/1851276;;1609;Partihandel med andra livsmedel, bl.a. fisk, skal- och blötdjur;
Grimmerud 1, Mellerud;Mellerud;0;1851278;"Restaurant
Restaurang
Matställe
Bar";80;Emanuelsson, Elisabette Märta Elvira;companies/show/1851278;;1829;Restaurangverksamhet;
Ör Eriksbyn 5, Mellerud;Mellerud;0;1851279;;80;Davidson, Charles Richard;companies/show/1851279;;1966;Industri-/produktdesignverksamhet;
Ylingebol 1, Mellerud;Mellerud;0;1851281;;80;Larsson, Karl Olov David;companies/show/1851281;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Rud Kroken 1, Mellerud;Mellerud;1-4;1851283;frisör frisörer frissa hårklippning;80;"Frisyratelje&#39;n Pia";companies/show/1851283;;2187;Hårvård;
Ransbergsvägen 30, Köpmannebro;Köpmannebro;1-4;1851284;;80;Alvesson Education AB;companies/show/1851284;;2086;Stödverksamhet för utbildningsväsendet;
Stafettgatan 3 A Lgh 1201, Mellerud;Mellerud;;1851287;;80;Selenwall Fastighet AB;companies/show/1851287;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Box 14, Mellerud;Mellerud;5-9;1851289;;80;Vita Sandars Camping AB;companies/show/1851289;;1826;Campingplatsverksamhet;
Norra Kroken 5, Mellerud;Mellerud;0;1851291;;80;Olsson, Olof Lennart;companies/show/1851291;;1107;Skogsförvaltning;
Solgatan 2, Mellerud;Mellerud;0;1851292;frisör frisörer frissa hårklippning;80;Erving Nilsson, Ann-Britt Margareta;companies/show/1851292;;2187;Hårvård;
Rud 1, Mellerud;Mellerud;0;1851293;;80;Martin Janssons Bygg;companies/show/1851293;;1499;Generering av elektricitet;
Töresbyn 3, Mellerud;Mellerud;0;1851297;;80;Töresbyn Konsult;companies/show/1851297;;1107;Skogsförvaltning;
Järn Bäckebol 1, Mellerud;Mellerud;0;1851299;;80;Bäckebols Gård;companies/show/1851299;;1646;Partihandel med bränslen;
Ekebro Gård 1, Mellerud;Mellerud;0;1851300;;80;Karlsson, Kent Sören Ingemar;companies/show/1851300;;2198;;
Skållerud 1, Åsensbruk;Åsensbruk;0;1851302;;80;Snickarebo;companies/show/1851302;;1107;Skogsförvaltning;
Nygårdsåker Berget 1, Mellerud;Mellerud;0;1851304;;80;Andersson, Sven Bertil;companies/show/1851304;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Villagatan 8, Mellerud;Mellerud;0;1851308;;80;Gerdseruds Alltjänst;companies/show/1851308;;1556;Golv- och väggbeläggningsarbeten;
Östra Vässby 1, Mellerud;Mellerud;0;1851310;;80;Bengtzon, Bengt Ruben;companies/show/1851310;;1107;Skogsförvaltning;
Upperud 28, Åsensbruk;Åsensbruk;10-19;1851315;museum;80;Stiftelsen Dalslands Museum och Konsthall;companies/show/1851315;;2140;Museiverksamhet;
Björkgatan 8, Mellerud;Mellerud;0;1851320;;80;Firma M.B.W Christiansson;companies/show/1851320;;1720;Specialiserad butikshandel med damkläder;
Ekholmens Säteri 1, Dals Rostock;Dals Rostock;5-9;1851322;;80;Ekholmen Lantbruk;companies/show/1851322;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Hantverkargatan 2, Mellerud;Mellerud;10000-;1851324;"städning
städbolag
rengöring";80;Samhall AB;companies/show/1851324;;2009;Lokalvård;Mellerud Städ och Bemanning
Örnäs 1, Mellerud;Mellerud;0;1851326;;80;Johansson, Bo Anders;companies/show/1851326;;2198;;
Sapphultsgatan, Mellerud;Mellerud;;1851328;;80;"Fritz Fritzén &amp; Co AB";companies/show/1851328;;1698;Specialiserad butikshandel med elektriska hushållsmaskiner och hushållsapparater;
Box 29, Mellerud;Mellerud;10-19;1851330;Åkeri;80;Hilding Anderssons Åkeri AB;companies/show/1851330;;1775;Vägtransport, godstrafik;
Göbyn 10, Mellerud;Mellerud;0;1851332;;80;Erikstads Trädgårdskonst;companies/show/1851332;;1740;Övrig specialiserad butikshandel;
Ör Åker 5, Mellerud;Mellerud;0;1851333;;80;Söderlund, Kurt Kristian;companies/show/1851333;;1107;Skogsförvaltning;
Södra Bäckebol 24, Dals Rostock;Dals Rostock;0;1851334;snickare;80;Rune Larssons Byggnadsfirma;companies/show/1851334;;1555;Byggnadssnickeriarbeten;
Tonsberg 1, Mellerud;Mellerud;0;1851337;;80;Dalslands El och Maskin Service;companies/show/1851337;;1489;Reparation av maskiner;
Myrvägen 9, Håverud;Håverud;0;1851339;;80;Melleruds Golvtjänst;companies/show/1851339;;1556;Golv- och väggbeläggningsarbeten;
Dansbo 2, Dalskog;Dalskog;0;1851341;Åkeri;80;Emanuelsson, Mats Karl Olov;companies/show/1851341;;1775;Vägtransport, godstrafik;
Dalsjövägen 15, Köpmannebro;Köpmannebro;0;1851342;;80;Saxin Kihlberg, Carina Maria;companies/show/1851342;;1107;Skogsförvaltning;
Ränsliden Gärdet 1, Dalskog;Dalskog;0;1851346;;80;Niklasson, Anna Elisabet;companies/show/1851346;;1107;Skogsförvaltning;
Bråna 1, Mellerud;Mellerud;0;1851352;;80;Wallin, Ingrid Britta Christina;companies/show/1851352;;2198;;
Ransbergsvägen 10, Köpmannebro;Köpmannebro;0;1851353;;80;Automats;companies/show/1851353;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Gerdsrud 11, Mellerud;Mellerud;0;1851354;;80;Edén, Anders Peder;companies/show/1851354;;1098;Blandat jordbruk;
Fågelbacka 1, Mellerud;Mellerud;0;1851355;;80;Hjelte, Bengt Anders Gösta;companies/show/1851355;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Anolfsbyn Adamserud 3, Mellerud;Mellerud;0;1851357;;80;Johansson Kjörling, Ebba Katarina M;companies/show/1851357;;2078;Övrig musik-, dans- och kulturell utbildning;
Järn Bön 7, Mellerud;Mellerud;0;1851360;;80;Olsson, Eric Claes Börje;companies/show/1851360;;2198;;
Nygården 7, Mellerud;Mellerud;0;1851362;;80;Larsson, Bror Erik Verner;companies/show/1851362;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Magasinsgatan 13, Mellerud;Mellerud;1500-1999;1851363;;80;Infranord AB;companies/show/1851363;;1532;Anläggning av järnvägar och tunnelbanor;
Rud 1, Mellerud;Mellerud;5-9;1851364;snickare;80;Martin Jansson Bygg AB;companies/show/1851364;;1555;Byggnadssnickeriarbeten;
Lilla Ransberg 1, Köpmannebro;Köpmannebro;0;1851365;;80;Westling, Sven Oskar Leonard;companies/show/1851365;;1107;Skogsförvaltning;
Makeberg 2, Mellerud;Mellerud;0;1851368;;80;Pettersson, Per-Arne Bertil;companies/show/1851368;;1098;Blandat jordbruk;
Äckerud 7, Mellerud;Mellerud;0;1851369;;80;Johansson, Bengt Inge Sigvard;companies/show/1851369;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Bräckan 5, Mellerud;Mellerud;1-4;1851370;snickare;80;Lundgren, Henry Joacim;companies/show/1851370;;1555;Byggnadssnickeriarbeten;
Storgatan 7 B Lgh 1301, Mellerud;Mellerud;0;1851371;;80;"Eas Betonghåltagning &amp; Rivning , Alltjänst";companies/show/1851371;;1671;Övrig detaljhandel med brett sortiment;
Storgatan 18b, Mellerud;Mellerud;1-4;1851372;frisör frisörer frissa hårklippning;80;Salong Blücher;companies/show/1851372;;2187;Hårvård;
Lapperud 1, Dalskog;Dalskog;0;1851373;"akupunktur
sjukgymnastik
fotvård
kiropraktor";80;Schneider, Valentijn M P E;companies/show/1851373;;2105;Fysioterapeutisk verksamhet o.d;
Eriks väg 4, Dals Rostock;Dals Rostock;0;1851374;;80;Hedlund, Frank Erik Hans;companies/show/1851374;;1101;Service till husdjursskötsel;
Östanå 7, Mellerud;Mellerud;0;1851375;Tryckeri;80;Andersson, Per-Olov Jörgen;companies/show/1851375;;1272;Tryckning av böcker och övriga trycksaker;
Håkonebyn 4260, Mellerud;Mellerud;0;1851377;;80;Jonsson Tage och Jonsson Lilian;companies/show/1851377;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Östevatten Sundet 1, Mellerud;Mellerud;0;1851381;;80;"Björklanders Bil &amp; Marin Service Entreprenad";companies/show/1851381;;1491;Reparation av elapparatur;
Box 29, Mellerud;Mellerud;;1851385;;80;Kjell Anderssons Transport i Mellerud AB;companies/show/1851385;;1980;Uthyrning och leasing av lastbilar och andra tunga motorfordon;
Hålsungebyn Ödegården 1, Mellerud;Mellerud;0;1851386;"Rörmokare
rörmokeri";80;Linds Rör;companies/show/1851386;;1548;Värme- och sanitetsarbeten;
Ryrsvägen 8, Köpmannebro;Köpmannebro;0;1851389;;80;Sundelius, Björn Mauritz;companies/show/1851389;;1658;Partihandel med övriga insatsvaror;
Raglebråna 6, Mellerud;Mellerud;0;1851391;;80;Trappvik, Maria Katarina;companies/show/1851391;;1107;Skogsförvaltning;
Brånasmedsgatan 3, Mellerud;Mellerud;0;1851393;elektriker;80;Da Ljusteknik;companies/show/1851393;;1546;Elinstallationer;
Tävlingsbol 1, Mellerud;Mellerud;0;1851395;;80;Svensson, Sven Roger David;companies/show/1851395;;1945;Teknisk konsultverksamhet inom bygg och anläggningsteknik;
Dalsland Center, Håverud;Håverud;5-9;1851397;;80;"Håveruds Fisk &amp; Vatten AB";companies/show/1851397;;1675;Specialiserad butikshandel med fisk, skal- och blötdjur;
Skållerud Eriksbyn 1, Mellerud;Mellerud;0;1851398;;80;Firma Peter Erikssons Gräv;companies/show/1851398;;1107;Skogsförvaltning;
Kornsjögatan 2, Mellerud;Mellerud;1-4;1851400;Tryckeri;80;Dalsign;companies/show/1851400;;1272;Tryckning av böcker och övriga trycksaker;
Gatan 1, Mellerud;Mellerud;0;1851401;;80;Masterson, John Nicholas;companies/show/1851401;;1098;Blandat jordbruk;
Magnersbyn 2, Mellerud;Mellerud;1-4;1851404;;80;GB Maskinservice i Mellerud AB;companies/show/1851404;;1489;Reparation av maskiner;
Stränge Gård, Mellerud;Mellerud;;1851405;;80;Borekulle AB;companies/show/1851405;;1087;Uppfödning av får och getter;
Ödetorp Luserud 1, Mellerud;Mellerud;1-4;1851406;;80;Erikstads Busstrafik AB;companies/show/1851406;;1773;Annan landtransport av passagerare;
Mellerudsgatan 9, Mellerud;Mellerud;;1851407;;80;Ekonomi-Tjänst Carin Lysell AB;companies/show/1851407;;1933;Redovisning och bokföring;
Tillhagen Nyet, Mellerud;Mellerud;1-4;1851408;;80;Tillhagens Lantbruk AB;companies/show/1851408;;1098;Blandat jordbruk;
Norra Kungsgatan 23 Lgh 1002, Mellerud;Mellerud;0;1851413;;80;Tuten Records;companies/show/1851413;;1731;Specialiserad butikshandel med små sällskapsdjur;
Galoppgatan 1, Mellerud;Mellerud;1-4;1851417;;80;Evm Teknik AB;companies/show/1851417;;1549;Ventilationsarbeten;
Björnebol, Mellerud;Mellerud;;1851418;;80;Erikstad Förvaltnings AB;companies/show/1851418;;1984;Uthyrning och leasing av andra hushållsartiklar och varor för personligt bruk;
Gerdsrud Bronäs 1, Mellerud;Mellerud;0;1851422;;80;Sandberg, Nils Gustaf Olof;companies/show/1851422;;1543;Mark- och grundarbeten;
Ugglom 1, Mellerud;Mellerud;0;1851426;;80;Wandel, Reinhold;companies/show/1851426;;1084;Uppfödning av andra nötkreatur och bufflar;
Falkgatan 22, Mellerud;Mellerud;0;1851428;;80;Jansson, Rolf Erik;companies/show/1851428;;1098;Blandat jordbruk;
Ör Hällan 2, Mellerud;Mellerud;0;1851431;;80;Eriksson, Gustaf Bertil;companies/show/1851431;;1232;Sågning av trä;
Skåkerud Holmerud 1, Mellerud;Mellerud;0;1851433;;80;Martiensen, Stig Johan Martin;companies/show/1851433;;1098;Blandat jordbruk;
Tegen 20, Dalskog;Dalskog;0;1851434;;80;Söderqvist, Folke Martin;companies/show/1851434;;1109;Övrig skoglig verksamhet;
Barrud 1, Mellerud;Mellerud;0;1851435;;80;Janveden, Helena Sara Mariann;companies/show/1851435;;2156;Övrig sportverksamhet;
Siribyn 6, Mellerud;Mellerud;0;1851442;;80;Andersson, Sven Lennart;companies/show/1851442;;1098;Blandat jordbruk;
Kårebyn Körsbärskullen 1, Mellerud;Mellerud;0;1851445;;80;Eriksson, Lars Åke Gunnar;companies/show/1851445;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Årbol Stenbacken 2, Dalskog;Dalskog;0;1851450;;80;Mikaelas Hovslageri;companies/show/1851450;;1101;Service till husdjursskötsel;
Erikstad Stommen 1, Mellerud;Mellerud;0;1851452;snickare;80;Janveden, Henrik John;companies/show/1851452;;1555;Byggnadssnickeriarbeten;
Ör Backen 5, Mellerud;Mellerud;0;1851454;;80;Hanke, Matthias;companies/show/1851454;;2133;Stödtjänster till artistisk verksamhet;
Backakullen 1, Dals Rostock;Dals Rostock;0;1851455;;80;Oscarsson, Jan Henrik Andreas;companies/show/1851455;;1098;Blandat jordbruk;
Årbol 5 B, Dalskog;Dalskog;0;1851462;;80;"Berglunds Verkstad &amp; Maskin";companies/show/1851462;;1138;Utvinning av sand, grus och berg utvinning av lera och kaolin;
Siribyn 5, Mellerud;Mellerud;0;1851464;;80;Östlind, Tony Mikael;companies/show/1851464;;1528;Byggande av bostadshus och andra byggnader;
Källingerud 1, Mellerud;Mellerud;0;1851467;;80;Andersson, Stig Rune Lennart;companies/show/1851467;;1770;Linjebussverksamhet;
Bolstad Norra Torp 1, Mellerud;Mellerud;0;1851469;;80;Svensson, Jan-Peter Emanuel;companies/show/1851469;;1108;Skogsskötsel;
Qvantenburgs Säteri 1, Mellerud;Mellerud;;1851477;;80;Dalslands Vind AB;companies/show/1851477;;1499;Generering av elektricitet;
Dalsjövägen 15, Köpmannebro;Köpmannebro;;1851478;;80;Eco Venture Dalsland AB;companies/show/1851478;;1919;Uthyrning och förvaltning av egna eller arrenderade bostäder;
Ör Frestersbyn 5, Mellerud;Mellerud;1-4;1851479;;80;Din Snickare På Dal AB;companies/show/1851479;;1543;Mark- och grundarbeten;
Bolstad Berg 2, Mellerud;Mellerud;0;1851482;;80;Johansson, Thomas Klas Göran;companies/show/1851482;;1098;Blandat jordbruk;
Norra Kungsgatan 2, Mellerud;Mellerud;0;1851486;;80;"Fritz Fritzén &amp; Co Handelsbolag";companies/show/1851486;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Kambol 7, Mellerud;Mellerud;;1851487;;80;Imb Transport AB;companies/show/1851487;;1646;Partihandel med bränslen;
Sapphultsgatan 6-8, Mellerud;Mellerud;50-99;1851488;"bilhandel
bilhandlare";80;Roy Andersson Bilbolaget AB;companies/show/1851488;;1570;Handel med personbilar och lätta motorfordon;
Box 83, Mellerud;Mellerud;50-99;1851489;;80;Emballator Mellerud AB;companies/show/1851489;;1308;Plastförpackningstillverkning;
Nordalsgatan 3, Mellerud;Mellerud;5-9;1851492;;80;"Ute&amp;inne i Mellerud AB";companies/show/1851492;;1693;Specialiserad butikshandel med järn- och VVS-varor;
Storgatan 13, Mellerud;Mellerud;5-9;1851493;;80;"Modehuset Börsen Tjejer &amp; Killar AB";companies/show/1851493;;1720;Specialiserad butikshandel med damkläder;
Källhult Kasen 2, Dalskog;Dalskog;0;1851495;;80;Isaksson, Anders Niclas;companies/show/1851495;;1107;Skogsförvaltning;
Bolstad Berg 1, Mellerud;Mellerud;0;1851497;;80;Johansson, Oskar Lars-Gunnar;companies/show/1851497;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Ryrsvägen 31, Köpmannebro;Köpmannebro;0;1851498;;80;Aloesatnam;companies/show/1851498;;1756;Postorderhandel och detaljhandel på internet med bosättningsvaror;
Backegatan 10 C, Mellerud;Mellerud;0;1851500;;80;"Haglunds Måleri &amp; Golv";companies/show/1851500;;1556;Golv- och väggbeläggningsarbeten;
Klätten 1, Mellerud;Mellerud;0;1851501;snickare;80;Arvidsson, Karl-Åke;companies/show/1851501;;1555;Byggnadssnickeriarbeten;
Vena Kvarn 1, Mellerud;Mellerud;0;1851504;;80;"HG Keramik &amp; Design";companies/show/1851504;;1499;Generering av elektricitet;
Ållerud 3, Mellerud;Mellerud;0;1851507;;80;Rudell, Hans Lennart;companies/show/1851507;;1098;Blandat jordbruk;
Gerdsrud Karlslund, Mellerud;Mellerud;0;1851508;;80;Team Banan Häst och Ryttarutrustning Handelsbola;companies/show/1851508;;1712;Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar;
Kurt Hellbergs gata 4, Mellerud;Mellerud;1-4;1851512;revisor;80;Kjörlings Revisionsbyrå AB;companies/show/1851512;;1934;Revision;
Köpmantorget 3, Mellerud;Mellerud;1-4;1851516;;80;"Kjell&#39;s Sport i Mellerud AB";companies/show/1851516;;1712;Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar;Team Sportia
Ör Åsen 1, Mellerud;Mellerud;0;1851519;;80;Göran Svenssons Entrepenad;companies/show/1851519;;1543;Mark- och grundarbeten;
Rud Bäckängen 1, Mellerud;Mellerud;0;1851521;;80;Janveden, Bengt Göran;companies/show/1851521;;1630;Partihandel med datorer och kringutrustning samt programvara;
Stomgatan 19, Mellerud;Mellerud;0;1851522;revisor;80;Kjörlings Revisionsbyrå;companies/show/1851522;;1934;Revision;
Örsberg 4, Mellerud;Mellerud;0;1851524;;80;Falk, Elin Mona Elisabet;companies/show/1851524;;1209;Tillverkning av mattor;
Hålsungebyn, Mellerud;Mellerud;0;1851525;;80;Kerstins Camping Handelsbolag;companies/show/1851525;;1098;Blandat jordbruk;
Kuserud 1, Mellerud;Mellerud;0;1851526;;80;Däckgubben På Dal;companies/show/1851526;;1581;Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar;
Intakans Gård 1, Mellerud;Mellerud;0;1851527;;80;Svensson, Lars Erik Gunnar;companies/show/1851527;;1107;Skogsförvaltning;
Stigen 1, Mellerud;Mellerud;0;1851529;;80;Pettersson, Karl Stefan;companies/show/1851529;;1098;Blandat jordbruk;
Stora Åmot 1, Mellerud;Mellerud;0;1851530;;80;Johansson, Bengt Gunnar;companies/show/1851530;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Glyckshult Fagerhögen 1, Håverud;Håverud;0;1851532;;80;Unitopia;companies/show/1851532;;2134;Litterärt och konstnärligt skapande;
Ingevalds Berga 2, Mellerud;Mellerud;0;1851533;;80;"Örs Svets &amp; Lack";companies/show/1851533;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Sköttevatten 3, Mellerud;Mellerud;0;1851536;;80;Stefans Antik och Konst;companies/show/1851536;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Bolstad Åker 1, Mellerud;Mellerud;0;1851537;;80;Ericson, Lars Harald;companies/show/1851537;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Bråna 1, Mellerud;Mellerud;0;1851538;;80;Wallin Bråna Lantbruk;companies/show/1851538;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Dalslandsgatan 32, Mellerud;Mellerud;0;1851541;;80;Oxlehall 1:6;companies/show/1851541;;1098;Blandat jordbruk;
Tågabo, Mellerud;Mellerud;0;1851542;;80;Mathiasson Marianne För Tågabo;companies/show/1851542;;1098;Blandat jordbruk;
Verkstadsgatan 6, Mellerud;Mellerud;5-9;1851544;;80;Däckarna i Mellerud AB;companies/show/1851544;;1578;Däckservice;
Storgatan 17, Mellerud;Mellerud;1-4;1851545;;80;Mode For You i Mellerud AB;companies/show/1851545;;1720;Specialiserad butikshandel med damkläder;
Båsanevägen 8, Dalskog;Dalskog;1-4;1851547;;80;S-Å Lantz Bygg AB;companies/show/1851547;;1232;Sågning av trä;
Bronäs 5, Mellerud;Mellerud;10-19;1851548;;80;L:e Gruppen AB;companies/show/1851548;;1528;Byggande av bostadshus och andra byggnader;
Göbyn Kullen 1, Mellerud;Mellerud;0;1851550;;80;Olsson, Torsten Robert;companies/show/1851550;;1098;Blandat jordbruk;
Ör Högen 4, Mellerud;Mellerud;0;1851551;;80;Olsson, Anders Magnus;companies/show/1851551;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Linde 1, Mellerud;Mellerud;1-4;1851552;;80;Karlsson, Anders Göran;companies/show/1851552;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Loberg 250, Brålanda;Mellerud;0;1851553;;80;S.G. Husvagnar;companies/show/1851553;;1573;Handel med husvagnar, husbilar, släpfordon och påhängsvagnar;
Nygården 2, Mellerud;Mellerud;0;1851554;;80;Svenska Hjuldelar;companies/show/1851554;;1644;Partihandel med diverse övriga maskiner och utrustning;
Gunnebyn 5, Mellerud;Mellerud;0;1851555;;80;Fredriksson, Sven Åke;companies/show/1851555;;1098;Blandat jordbruk;
Korngatan 11, Mellerud;Mellerud;0;1851557;fastighetsmäklare,mäklare;80;Stefanssons Fastighetsbyrå;companies/show/1851557;;1925;Fastighetsförmedling;
